acquirer_name,assignee_name,is_match,simple_ratio,partial_ratio,sort_ratio,set_ratio,simple*partial,simple*sort,simple*set,partial*sort,partial*set,sort*set,simple^2,partial^2,sort^2,set^2
news corp.,"watson pharmaceuticals, inc.",0,0.32,0.4,0.29,0.29,0.128,0.0928,0.0928,0.11599999999999999,0.11599999999999999,0.0841,0.1024,0.16000000000000003,0.0841,0.0841
news corp.,stryker instruments,0,0.21,0.3,0.21,0.21,0.063,0.04409999999999999,0.04409999999999999,0.063,0.063,0.04409999999999999,0.04409999999999999,0.09,0.04409999999999999,0.04409999999999999
news corp.,"hyundai micro electronics co., ltd.",0,0.31,0.6,0.24,0.24,0.186,0.0744,0.0744,0.144,0.144,0.0576,0.0961,0.36,0.0576,0.0576
news corp.,"neustar ip intelligence, inc.",0,0.31,0.5,0.33,0.33,0.155,0.1023,0.1023,0.165,0.165,0.10890000000000001,0.0961,0.25,0.10890000000000001,0.10890000000000001
news corp.,saint-gobain vitrage international,0,0.18,0.3,0.23,0.23,0.054,0.0414,0.0414,0.069,0.069,0.0529,0.0324,0.09,0.0529,0.0529
news corp.,"cubist pharmaceuticals, inc.",0,0.26,0.4,0.29,0.29,0.10400000000000001,0.0754,0.0754,0.11599999999999999,0.11599999999999999,0.0841,0.06760000000000001,0.16000000000000003,0.0841,0.0841
johnson & johnson,prysmian s.p.a.,0,0.25,0.27,0.28,0.19,0.0675,0.07,0.0475,0.07560000000000001,0.051300000000000005,0.053200000000000004,0.0625,0.0729,0.07840000000000001,0.0361
symrise,dell international l.l.c.,0,0.12,0.29,0.13,0.14,0.0348,0.0156,0.016800000000000002,0.0377,0.040600000000000004,0.0182,0.0144,0.0841,0.016900000000000002,0.019600000000000003
symrise,hyundai motor corporation,0,0.25,0.29,0.19,0.19,0.0725,0.0475,0.0475,0.055099999999999996,0.055099999999999996,0.0361,0.0625,0.0841,0.0361,0.0361
symrise,l3 corrections corporation,0,0.18,0.29,0.18,0.18,0.052199999999999996,0.0324,0.0324,0.052199999999999996,0.052199999999999996,0.0324,0.0324,0.0841,0.0324,0.0324
yahoo,faro laser trackers llc,0,0.14,0.4,0.14,0.14,0.05600000000000001,0.019600000000000003,0.019600000000000003,0.05600000000000001,0.05600000000000001,0.019600000000000003,0.019600000000000003,0.16000000000000003,0.019600000000000003,0.019600000000000003
yahoo,ge aviation systems limited,0,0.12,0.4,0.12,0.12,0.048,0.0144,0.0144,0.048,0.048,0.0144,0.0144,0.16000000000000003,0.0144,0.0144
yahoo,"honeywell international, inc.",0,0.18,0.4,0.19,0.19,0.072,0.0342,0.0342,0.07600000000000001,0.07600000000000001,0.0361,0.0324,0.16000000000000003,0.0361,0.0361
medicis pharmaceutical,"flir commercial systems, inc.",0,0.31,0.36,0.33,0.33,0.11159999999999999,0.1023,0.1023,0.1188,0.1188,0.10890000000000001,0.0961,0.1296,0.10890000000000001,0.10890000000000001
medicis pharmaceutical,samsung electro-mechanics,0,0.34,0.36,0.38,0.38,0.12240000000000001,0.1292,0.1292,0.1368,0.1368,0.1444,0.11560000000000002,0.1296,0.1444,0.1444
medicis pharmaceutical,verizon patent and licensing inc.,0,0.36,0.41,0.41,0.41,0.14759999999999998,0.14759999999999998,0.14759999999999998,0.16809999999999997,0.16809999999999997,0.16809999999999997,0.1296,0.16809999999999997,0.16809999999999997,0.16809999999999997
true health group,"medtronic monitoring, inc.",0,0.23,0.29,0.29,0.29,0.0667,0.0667,0.0667,0.0841,0.0841,0.0841,0.0529,0.0841,0.0841,0.0841
true health group,sandisk enterprise ip llc,0,0.24,0.29,0.24,0.24,0.0696,0.0576,0.0576,0.0696,0.0696,0.0576,0.0576,0.0841,0.0576,0.0576
true health group,"zimmer spine austin, inc.",0,0.29,0.35,0.25,0.25,0.10149999999999999,0.0725,0.0725,0.0875,0.0875,0.0625,0.0841,0.12249999999999998,0.0625,0.0625
true health group,"vishay dale electronics, inc.",0,0.3,0.41,0.23,0.23,0.12299999999999998,0.069,0.069,0.0943,0.0943,0.0529,0.09,0.16809999999999997,0.0529,0.0529
imperial brands,"canon precision, inc.",0,0.28,0.33,0.41,0.41,0.09240000000000001,0.1148,0.1148,0.1353,0.1353,0.16809999999999997,0.07840000000000001,0.10890000000000001,0.16809999999999997,0.16809999999999997
imperial brands,"hyundai autonet co., ltd.",0,0.25,0.27,0.27,0.27,0.0675,0.0675,0.0675,0.0729,0.0729,0.0729,0.0625,0.0729,0.0729,0.0729
imperial brands,"siemens medical solutions usa, inc.",0,0.36,0.47,0.33,0.33,0.1692,0.1188,0.1188,0.1551,0.1551,0.10890000000000001,0.1296,0.22089999999999999,0.10890000000000001,0.10890000000000001
echo therapeutics,honeywell power systems inc.,0,0.36,0.35,0.32,0.32,0.126,0.1152,0.1152,0.11199999999999999,0.11199999999999999,0.1024,0.1296,0.12249999999999998,0.1024,0.1024
echo therapeutics,qualcomm,0,0.16,0.25,0.16,0.16,0.04,0.0256,0.0256,0.04,0.04,0.0256,0.0256,0.0625,0.0256,0.0256
appcelerator,tyco electronics amp espana sa,0,0.29,0.5,0.43,0.43,0.145,0.12469999999999999,0.12469999999999999,0.215,0.215,0.18489999999999998,0.0841,0.25,0.18489999999999998,0.18489999999999998
appcelerator,"comcast cable holdings, llc",0,0.26,0.42,0.32,0.32,0.1092,0.08320000000000001,0.08320000000000001,0.1344,0.1344,0.1024,0.06760000000000001,0.17639999999999997,0.1024,0.1024
mattson technology,"inphonic, inc.",0,0.25,0.29,0.27,0.27,0.0725,0.0675,0.0675,0.0783,0.0783,0.0729,0.0625,0.0841,0.0729,0.0729
mattson technology,baxter healthcare corporation,0,0.34,0.33,0.34,0.34,0.11220000000000001,0.11560000000000002,0.11560000000000002,0.11220000000000001,0.11220000000000001,0.11560000000000002,0.11560000000000002,0.10890000000000001,0.11560000000000002,0.11560000000000002
mattson technology,"opko ip holdings ii, inc.",0,0.28,0.28,0.29,0.29,0.07840000000000001,0.08120000000000001,0.08120000000000001,0.08120000000000001,0.08120000000000001,0.0841,0.07840000000000001,0.07840000000000001,0.0841,0.0841
mattson technology,te connectivity germany gmbh,0,0.3,0.33,0.26,0.26,0.099,0.078,0.078,0.0858,0.0858,0.06760000000000001,0.09,0.10890000000000001,0.06760000000000001,0.06760000000000001
mattson technology,ashland licensing and intellectual property llc,0,0.31,0.39,0.34,0.34,0.12090000000000001,0.10540000000000001,0.10540000000000001,0.13260000000000002,0.13260000000000002,0.11560000000000002,0.0961,0.1521,0.11560000000000002,0.11560000000000002
mattson technology,"phunware, inc.",0,0.19,0.21,0.27,0.27,0.0399,0.051300000000000005,0.051300000000000005,0.0567,0.0567,0.0729,0.0361,0.04409999999999999,0.0729,0.0729
mattson technology,dialogic networks (israel) ltd.,0,0.24,0.28,0.26,0.26,0.06720000000000001,0.0624,0.0624,0.0728,0.0728,0.06760000000000001,0.0576,0.07840000000000001,0.06760000000000001,0.06760000000000001
mattson technology,cgg services sa,0,0.18,0.2,0.24,0.24,0.036,0.043199999999999995,0.043199999999999995,0.048,0.048,0.0576,0.0324,0.04000000000000001,0.0576,0.0576
vodafone,"applies materials, inc.",0,0.13,0.25,0.21,0.21,0.0325,0.0273,0.0273,0.0525,0.0525,0.04409999999999999,0.016900000000000002,0.0625,0.04409999999999999,0.04409999999999999
vodafone,"excelitas canada, inc.",0,0.2,0.38,0.21,0.21,0.07600000000000001,0.042,0.042,0.0798,0.0798,0.04409999999999999,0.04000000000000001,0.1444,0.04409999999999999,0.04409999999999999
vodafone,belden wire & cable company,0,0.23,0.38,0.3,0.3,0.0874,0.069,0.069,0.11399999999999999,0.11399999999999999,0.09,0.0529,0.1444,0.09,0.09
mcafee,mitel mobility inc.,0,0.16,0.33,0.17,0.17,0.05280000000000001,0.027200000000000002,0.027200000000000002,0.056100000000000004,0.056100000000000004,0.028900000000000006,0.0256,0.10890000000000001,0.028900000000000006,0.028900000000000006
mcafee,jds fitel inc.,0,0.2,0.33,0.21,0.21,0.066,0.042,0.042,0.0693,0.0693,0.04409999999999999,0.04000000000000001,0.10890000000000001,0.04409999999999999,0.04409999999999999
mcafee,adept mobilerobots llc,0,0.21,0.33,0.21,0.21,0.0693,0.04409999999999999,0.04409999999999999,0.0693,0.0693,0.04409999999999999,0.04409999999999999,0.10890000000000001,0.04409999999999999,0.04409999999999999
mcafee,microsoft,0,0.4,0.33,0.4,0.4,0.132,0.16000000000000003,0.16000000000000003,0.132,0.132,0.16000000000000003,0.16000000000000003,0.10890000000000001,0.16000000000000003,0.16000000000000003
seagate technology llc,hid global corporation,0,0.27,0.28,0.27,0.27,0.07560000000000001,0.0729,0.0729,0.07560000000000001,0.07560000000000001,0.0729,0.0729,0.07840000000000001,0.0729,0.0729
seagate technology llc,takeda pharmaceutical company limited,0,0.37,0.41,0.31,0.31,0.1517,0.1147,0.1147,0.1271,0.1271,0.0961,0.1369,0.16809999999999997,0.0961,0.0961
seagate technology llc,caterpillar tractor co.,0,0.4,0.41,0.36,0.36,0.164,0.144,0.144,0.14759999999999998,0.14759999999999998,0.1296,0.16000000000000003,0.16809999999999997,0.1296,0.1296
seagate technology llc,koninklijke philips n.v.,0,0.22,0.23,0.22,0.22,0.0506,0.0484,0.0484,0.0506,0.0506,0.0484,0.0484,0.0529,0.0484,0.0484
seagate technology llc,sony cÌ«rporation,0,0.26,0.29,0.32,0.32,0.0754,0.08320000000000001,0.08320000000000001,0.0928,0.0928,0.1024,0.06760000000000001,0.0841,0.1024,0.1024
andrew corp,imperial tobacco limited,0,0.23,0.27,0.29,0.29,0.06210000000000001,0.0667,0.0667,0.0783,0.0783,0.0841,0.0529,0.0729,0.0841,0.0841
andrew corp,"intuitive surgical, inc.",0,0.23,0.27,0.24,0.24,0.06210000000000001,0.0552,0.0552,0.0648,0.0648,0.0576,0.0529,0.0729,0.0576,0.0576
andrew corp,gte laboratories incorporated,0,0.4,0.64,0.3,0.3,0.256,0.12,0.12,0.192,0.192,0.09,0.16000000000000003,0.4096,0.09,0.09
"phunware, inc.",medtronic cryocath lp,0,0.17,0.21,0.24,0.24,0.0357,0.0408,0.0408,0.05039999999999999,0.05039999999999999,0.0576,0.028900000000000006,0.04409999999999999,0.0576,0.0576
"phunware, inc.",crane payment innovations limited,0,0.26,0.43,0.27,0.27,0.1118,0.07020000000000001,0.07020000000000001,0.11610000000000001,0.11610000000000001,0.0729,0.06760000000000001,0.18489999999999998,0.0729,0.0729
"phunware, inc.",eastman kodak company,0,0.23,0.29,0.24,0.24,0.0667,0.0552,0.0552,0.0696,0.0696,0.0576,0.0529,0.0841,0.0576,0.0576
"phunware, inc.",mediatek sweden ab,0,0.25,0.29,0.27,0.27,0.0725,0.0675,0.0675,0.0783,0.0783,0.0729,0.0625,0.0841,0.0729,0.0729
"phunware, inc.",ion geophysical corporation,0,0.29,0.36,0.31,0.31,0.10439999999999999,0.0899,0.0899,0.11159999999999999,0.11159999999999999,0.0961,0.0841,0.1296,0.0961,0.0961
microchip technology,"phunware, inc.",0,0.18,0.21,0.31,0.31,0.0378,0.055799999999999995,0.055799999999999995,0.06509999999999999,0.06509999999999999,0.0961,0.0324,0.04409999999999999,0.0961,0.0961
microchip technology,"halliburtonn energy services, inc.",0,0.3,0.4,0.27,0.27,0.12,0.081,0.081,0.10800000000000001,0.10800000000000001,0.0729,0.09,0.16000000000000003,0.0729,0.0729
sonova holding,"cirrus logic, incorporated",0,0.3,0.36,0.26,0.26,0.108,0.078,0.078,0.0936,0.0936,0.06760000000000001,0.09,0.1296,0.06760000000000001,0.06760000000000001
sonova holding,"battelle pulmonary therapeutics, inc.",0,0.27,0.36,0.29,0.29,0.09720000000000001,0.0783,0.0783,0.10439999999999999,0.10439999999999999,0.0841,0.0729,0.1296,0.0841,0.0841
a. o. smith,sony corporation of america,0,0.32,0.45,0.28,0.28,0.14400000000000002,0.08960000000000001,0.08960000000000001,0.12600000000000003,0.12600000000000003,0.07840000000000001,0.1024,0.2025,0.07840000000000001,0.07840000000000001
nlight,real d,0,0.17,0.17,0.17,0.17,0.028900000000000006,0.028900000000000006,0.028900000000000006,0.028900000000000006,0.028900000000000006,0.028900000000000006,0.028900000000000006,0.028900000000000006,0.028900000000000006,0.028900000000000006
nlight,seagate technology international,0,0.21,0.5,0.21,0.21,0.105,0.04409999999999999,0.04409999999999999,0.105,0.105,0.04409999999999999,0.04409999999999999,0.25,0.04409999999999999,0.04409999999999999
edwards lifesciences,csr technology inc.,0,0.36,0.37,0.32,0.32,0.13319999999999999,0.1152,0.1152,0.1184,0.1184,0.1024,0.1296,0.1369,0.1024,0.1024
edwards lifesciences,tokyo electron limited,0,0.33,0.35,0.33,0.33,0.11549999999999999,0.10890000000000001,0.10890000000000001,0.11549999999999999,0.11549999999999999,0.10890000000000001,0.10890000000000001,0.12249999999999998,0.10890000000000001,0.10890000000000001
exfo,interdigital technology communication,0,0.1,0.25,0.1,0.1,0.025,0.010000000000000002,0.010000000000000002,0.025,0.025,0.010000000000000002,0.010000000000000002,0.0625,0.010000000000000002,0.010000000000000002
exfo,bosch security systems inc.,0,0.06,0.25,0.07,0.07,0.015,0.004200000000000001,0.004200000000000001,0.0175,0.0175,0.004900000000000001,0.0036,0.0625,0.004900000000000001,0.004900000000000001
exfo,"kulicke & soffa industries, inc.",0,0.11,0.25,0.12,0.12,0.0275,0.0132,0.0132,0.03,0.03,0.0144,0.0121,0.0625,0.0144,0.0144
exfo,soitec,0,0.2,0.25,0.2,0.2,0.05,0.04000000000000001,0.04000000000000001,0.05,0.05,0.04000000000000001,0.04000000000000001,0.0625,0.04000000000000001,0.04000000000000001
exfo,wmf wuerttembergische metallwarenfabrik ag,0,0.09,0.5,0.09,0.09,0.045,0.0081,0.0081,0.045,0.045,0.0081,0.0081,0.25,0.0081,0.0081
m/a-com,baxter international inc.,0,0.12,0.29,0.26,0.26,0.0348,0.0312,0.0312,0.0754,0.0754,0.06760000000000001,0.0144,0.0841,0.06760000000000001,0.06760000000000001
m/a-com,at&t,0,0.18,0.25,0.36,0.36,0.045,0.0648,0.0648,0.09,0.09,0.1296,0.0324,0.0625,0.1296,0.1296
m/a-com,borgwarner esslingen gmbh,0,0.12,0.14,0.25,0.25,0.016800000000000002,0.03,0.03,0.035,0.035,0.0625,0.0144,0.019600000000000003,0.0625,0.0625
m/a-com,glaxosmith kline biologicals s.a.,0,0.15,0.14,0.31,0.31,0.021,0.0465,0.0465,0.0434,0.0434,0.0961,0.0225,0.019600000000000003,0.0961,0.0961
m/a-com,verizon data services llc,0,0.12,0.14,0.25,0.25,0.016800000000000002,0.03,0.03,0.035,0.035,0.0625,0.0144,0.019600000000000003,0.0625,0.0625
m/a-com,"siemens power transmission & distribution, llc",0,0.11,0.29,0.24,0.24,0.0319,0.0264,0.0264,0.0696,0.0696,0.0576,0.0121,0.0841,0.0576,0.0576
faro,"medtronic vascular, inc.",0,0.14,0.5,0.15,0.15,0.07,0.021,0.021,0.075,0.075,0.0225,0.019600000000000003,0.25,0.0225,0.0225
faro,gentherm canada ltd.,0,0.08,0.25,0.17,0.17,0.02,0.013600000000000001,0.013600000000000001,0.0425,0.0425,0.028900000000000006,0.0064,0.0625,0.028900000000000006,0.028900000000000006
faro,alcatel - lucent canada inc.,0,0.06,0.25,0.07,0.07,0.015,0.004200000000000001,0.004200000000000001,0.0175,0.0175,0.004900000000000001,0.0036,0.0625,0.004900000000000001,0.004900000000000001
faro,bayer schering pharma aktiengesellschaft,0,0.09,0.25,0.14,0.14,0.0225,0.0126,0.0126,0.035,0.035,0.019600000000000003,0.0081,0.0625,0.019600000000000003,0.019600000000000003
faro,fei company,0,0.27,0.25,0.13,0.13,0.0675,0.035100000000000006,0.035100000000000006,0.0325,0.0325,0.016900000000000002,0.0729,0.0625,0.016900000000000002,0.016900000000000002
faro,"abiomed, inc.",0,0.24,0.5,0.27,0.27,0.12,0.0648,0.0648,0.135,0.135,0.0729,0.0576,0.25,0.0729,0.0729
faro,siemens medical solutions health services corporation,0,0.11,0.25,0.11,0.11,0.0275,0.0121,0.0121,0.0275,0.0275,0.0121,0.0121,0.0625,0.0121,0.0121
cameron,koenig & aktiengesellschaft,0,0.18,0.43,0.25,0.25,0.0774,0.045,0.045,0.1075,0.1075,0.0625,0.0324,0.18489999999999998,0.0625,0.0625
cameron,simicroelectronics s.r.l.,0,0.31,0.57,0.32,0.32,0.1767,0.0992,0.0992,0.18239999999999998,0.18239999999999998,0.1024,0.0961,0.32489999999999997,0.1024,0.1024
cameron,verizon corporate services group inc.,0,0.27,0.43,0.28,0.28,0.11610000000000001,0.07560000000000001,0.07560000000000001,0.12040000000000001,0.12040000000000001,0.07840000000000001,0.0729,0.18489999999999998,0.07840000000000001,0.07840000000000001
cameron,vertex pharmaceuticals incorporated,0,0.24,0.43,0.24,0.24,0.1032,0.0576,0.0576,0.1032,0.1032,0.0576,0.0576,0.18489999999999998,0.0576,0.0576
cameron,fujitsu denso ltd.,0,0.16,0.29,0.17,0.17,0.0464,0.027200000000000002,0.027200000000000002,0.049300000000000004,0.049300000000000004,0.028900000000000006,0.0256,0.0841,0.028900000000000006,0.028900000000000006
cameron,"coherent, inc.",0,0.38,0.57,0.42,0.42,0.2166,0.1596,0.1596,0.23939999999999997,0.23939999999999997,0.17639999999999997,0.1444,0.32489999999999997,0.17639999999999997,0.17639999999999997
brady corporation,hgst netherlands b.v.,0,0.21,0.24,0.27,0.27,0.05039999999999999,0.0567,0.0567,0.0648,0.0648,0.0729,0.04409999999999999,0.0576,0.0729,0.0729
brady corporation,sandisk il ltd.,0,0.25,0.27,0.26,0.26,0.0675,0.065,0.065,0.07020000000000001,0.07020000000000001,0.06760000000000001,0.0625,0.0729,0.06760000000000001,0.06760000000000001
brady corporation,"cisco technology, inc.",0,0.31,0.35,0.22,0.22,0.1085,0.0682,0.0682,0.077,0.077,0.0484,0.0961,0.12249999999999998,0.0484,0.0484
green dot,abbott park,0,0.2,0.22,0.4,0.4,0.044000000000000004,0.08000000000000002,0.08000000000000002,0.08800000000000001,0.08800000000000001,0.16000000000000003,0.04000000000000001,0.0484,0.16000000000000003,0.16000000000000003
green dot,"micron technology, inc.",0,0.25,0.44,0.27,0.27,0.11,0.0675,0.0675,0.1188,0.1188,0.0729,0.0625,0.1936,0.0729,0.0729
green dot,fujitsu semiconductor limited,0,0.26,0.33,0.26,0.26,0.0858,0.06760000000000001,0.06760000000000001,0.0858,0.0858,0.06760000000000001,0.06760000000000001,0.10890000000000001,0.06760000000000001,0.06760000000000001
sunrise telecom,"spreadtrum communications (shanghai) co., ltd.",0,0.26,0.47,0.29,0.29,0.1222,0.0754,0.0754,0.13629999999999998,0.13629999999999998,0.0841,0.06760000000000001,0.22089999999999999,0.0841,0.0841
sunrise telecom,abbott vascular inc.,0,0.29,0.33,0.18,0.18,0.0957,0.052199999999999996,0.052199999999999996,0.0594,0.0594,0.0324,0.0841,0.10890000000000001,0.0324,0.0324
sunrise telecom,"bigfoot biomedical, inc.",0,0.26,0.27,0.27,0.27,0.07020000000000001,0.07020000000000001,0.07020000000000001,0.0729,0.0729,0.0729,0.06760000000000001,0.0729,0.0729,0.0729
hytrust,veritas operating corporation,0,0.17,0.29,0.17,0.17,0.049300000000000004,0.028900000000000006,0.028900000000000006,0.049300000000000004,0.049300000000000004,0.028900000000000006,0.028900000000000006,0.0841,0.028900000000000006,0.028900000000000006
hytrust,google llc,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hytrust,tesa se,0,0.29,0.29,0.29,0.29,0.0841,0.0841,0.0841,0.0841,0.0841,0.0841,0.0841,0.0841,0.0841,0.0841
tyco international,"general mills marketing, inc.",0,0.3,0.33,0.4,0.4,0.099,0.12,0.12,0.132,0.132,0.16000000000000003,0.09,0.10890000000000001,0.16000000000000003,0.16000000000000003
tyco international,siemens healthcare diagnostics inc.,0,0.3,0.33,0.35,0.35,0.099,0.105,0.105,0.11549999999999999,0.11549999999999999,0.12249999999999998,0.09,0.10890000000000001,0.12249999999999998,0.12249999999999998
tyco international,"textron, inc.",0,0.39,0.46,0.48,0.48,0.1794,0.1872,0.1872,0.2208,0.2208,0.2304,0.1521,0.2116,0.2304,0.2304
lenovo,"spreadtrum communications (shanghai) co., ltd.",0,0.15,0.17,0.09,0.09,0.025500000000000002,0.0135,0.0135,0.015300000000000001,0.015300000000000001,0.0081,0.0225,0.028900000000000006,0.0081,0.0081
lenovo,"metabolon, inc.",0,0.29,0.33,0.32,0.32,0.0957,0.0928,0.0928,0.10560000000000001,0.10560000000000001,0.1024,0.0841,0.10890000000000001,0.1024,0.1024
tesa,thermo fisher scientific oy,0,0.19,0.5,0.13,0.13,0.095,0.0247,0.0247,0.065,0.065,0.016900000000000002,0.0361,0.25,0.016900000000000002,0.016900000000000002
tesa,tyco building services products (germany) gmbh,0,0.16,0.5,0.12,0.12,0.08,0.0192,0.0192,0.06,0.06,0.0144,0.0256,0.25,0.0144,0.0144
tesa,chevron research,0,0.3,0.75,0.3,0.3,0.22499999999999998,0.09,0.09,0.22499999999999998,0.22499999999999998,0.09,0.09,0.5625,0.09,0.09
tesa,"johnson worldwide associates, inc. ",0,0.15,0.75,0.17,0.17,0.11249999999999999,0.025500000000000002,0.025500000000000002,0.1275,0.1275,0.028900000000000006,0.0225,0.5625,0.028900000000000006,0.028900000000000006
alcatel,"conner peripherals, inc.",0,0.19,0.29,0.21,0.21,0.055099999999999996,0.0399,0.0399,0.060899999999999996,0.060899999999999996,0.04409999999999999,0.0361,0.0841,0.04409999999999999,0.04409999999999999
alcatel,abbott ireland,0,0.38,0.43,0.38,0.38,0.1634,0.1444,0.1444,0.1634,0.1634,0.1444,0.1444,0.18489999999999998,0.1444,0.1444
alcatel,entropic communications llc,0,0.24,0.43,0.29,0.29,0.1032,0.0696,0.0696,0.12469999999999999,0.12469999999999999,0.0841,0.0576,0.18489999999999998,0.0841,0.0841
