acquirer_name,assignee_name,is_match,simple_ratio,partial_ratio,sort_ratio,set_ratio,simple*partial,simple*sort,simple*set,partial*sort,partial*set,sort*set,simple^2,partial^2,sort^2,set^2
ucb pharma,wolters kluwer united states inc.,0,0.14,0.2,0.19,0.19,0.028000000000000004,0.026600000000000002,0.026600000000000002,0.038000000000000006,0.038000000000000006,0.0361,0.019600000000000003,0.04000000000000001,0.0361,0.0361
veridex,schlumberger wcp ltd.,0,0.21,0.43,0.22,0.22,0.09029999999999999,0.0462,0.0462,0.0946,0.0946,0.0484,0.04409999999999999,0.18489999999999998,0.0484,0.0484
veridex,moog inc.,0,0.12,0.14,0.13,0.13,0.016800000000000002,0.0156,0.0156,0.0182,0.0182,0.016900000000000002,0.0144,0.019600000000000003,0.016900000000000002,0.016900000000000002
veridex,nkt research & innovation a/s,0,0.17,0.29,0.18,0.18,0.049300000000000004,0.030600000000000002,0.030600000000000002,0.052199999999999996,0.052199999999999996,0.0324,0.028900000000000006,0.0841,0.0324,0.0324
veridex,gte internetworking incorporated,0,0.21,0.43,0.21,0.21,0.09029999999999999,0.04409999999999999,0.04409999999999999,0.09029999999999999,0.09029999999999999,0.04409999999999999,0.04409999999999999,0.18489999999999998,0.04409999999999999,0.04409999999999999
general mills,"bristol-myers squibb pharma research labs, inc.",0,0.2,0.46,0.21,0.21,0.09200000000000001,0.042,0.042,0.0966,0.0966,0.04409999999999999,0.04000000000000001,0.2116,0.04409999999999999,0.04409999999999999
general mills,kimberly-clark corporation,0,0.26,0.31,0.26,0.26,0.0806,0.06760000000000001,0.06760000000000001,0.0806,0.0806,0.06760000000000001,0.06760000000000001,0.0961,0.06760000000000001,0.06760000000000001
general mills,fujitsu component limited,0,0.26,0.38,0.26,0.26,0.0988,0.06760000000000001,0.06760000000000001,0.0988,0.0988,0.06760000000000001,0.06760000000000001,0.1444,0.06760000000000001,0.06760000000000001
sprint,symantec corporation,0,0.38,0.5,0.38,0.38,0.19,0.1444,0.1444,0.19,0.19,0.1444,0.1444,0.25,0.1444,0.1444
sprint,"st. jude medical, daig division",0,0.16,0.5,0.23,0.23,0.08,0.0368,0.0368,0.115,0.115,0.0529,0.0256,0.25,0.0529,0.0529
sprint,"silicon image, inc.",0,0.24,0.33,0.26,0.26,0.0792,0.0624,0.0624,0.0858,0.0858,0.06760000000000001,0.0576,0.10890000000000001,0.06760000000000001,0.06760000000000001
sprint,emerson retail services inc.,0,0.24,0.5,0.24,0.24,0.12,0.0576,0.0576,0.12,0.12,0.0576,0.0576,0.25,0.0576,0.0576
sprint,general electric technology gmbh,0,0.16,0.33,0.21,0.21,0.05280000000000001,0.0336,0.0336,0.0693,0.0693,0.04409999999999999,0.0256,0.10890000000000001,0.04409999999999999,0.04409999999999999
espial group,diodes zetex semiconductors limited,0,0.21,0.33,0.26,0.26,0.0693,0.0546,0.0546,0.0858,0.0858,0.06760000000000001,0.04409999999999999,0.10890000000000001,0.06760000000000001,0.06760000000000001
espial group,attachmate corporation,0,0.24,0.33,0.24,0.24,0.0792,0.0576,0.0576,0.0792,0.0792,0.0576,0.0576,0.10890000000000001,0.0576,0.0576
espial group,"stanley black & decker, inc.",0,0.25,0.25,0.22,0.22,0.0625,0.055,0.055,0.055,0.055,0.0484,0.0625,0.0625,0.0484,0.0484
kopin corporation,gkn aerospace sweden ab,0,0.35,0.35,0.3,0.3,0.12249999999999998,0.105,0.105,0.105,0.105,0.09,0.12249999999999998,0.12249999999999998,0.09,0.09
kopin corporation,sandisk il ltd.,0,0.25,0.2,0.19,0.19,0.05,0.0475,0.0475,0.038000000000000006,0.038000000000000006,0.0361,0.0625,0.04000000000000001,0.0361,0.0361
kopin corporation,exfo inc.,0,0.31,0.44,0.32,0.32,0.1364,0.0992,0.0992,0.1408,0.1408,0.1024,0.0961,0.1936,0.1024,0.1024
kopin corporation,exfo electro-optical engineering inc.,0,0.3,0.41,0.42,0.42,0.12299999999999998,0.126,0.126,0.1722,0.1722,0.17639999999999997,0.09,0.16809999999999997,0.17639999999999997,0.17639999999999997
kopin corporation,"rakuten kobo, inc.",0,0.4,0.42,0.42,0.42,0.168,0.168,0.168,0.17639999999999997,0.17639999999999997,0.17639999999999997,0.16000000000000003,0.17639999999999997,0.17639999999999997,0.17639999999999997
janssen biotech,tyco fire & security gmbh,0,0.25,0.33,0.32,0.32,0.0825,0.08,0.08,0.10560000000000001,0.10560000000000001,0.1024,0.0625,0.10890000000000001,0.1024,0.1024
janssen biotech,"samsung mobile display co., ltd.",0,0.34,0.47,0.32,0.32,0.1598,0.10880000000000001,0.10880000000000001,0.1504,0.1504,0.1024,0.11560000000000002,0.22089999999999999,0.1024,0.1024
janssen biotech,"commscope properties, llc",0,0.35,0.33,0.26,0.26,0.11549999999999999,0.091,0.091,0.0858,0.0858,0.06760000000000001,0.12249999999999998,0.10890000000000001,0.06760000000000001,0.06760000000000001
hologic,"general mills, inc.",0,0.23,0.43,0.25,0.25,0.0989,0.0575,0.0575,0.1075,0.1075,0.0625,0.0529,0.18489999999999998,0.0625,0.0625
hologic,aixtron se,0,0.12,0.14,0.12,0.12,0.016800000000000002,0.0144,0.0144,0.016800000000000002,0.016800000000000002,0.0144,0.0144,0.019600000000000003,0.0144,0.0144
hologic,advantest corporation,0,0.21,0.29,0.21,0.21,0.060899999999999996,0.04409999999999999,0.04409999999999999,0.060899999999999996,0.060899999999999996,0.04409999999999999,0.04409999999999999,0.0841,0.04409999999999999,0.04409999999999999
zarlink,tyco electronics canada ulc,0,0.18,0.29,0.18,0.18,0.052199999999999996,0.0324,0.0324,0.052199999999999996,0.052199999999999996,0.0324,0.0324,0.0841,0.0324,0.0324
zarlink,haemonetics,0,0.22,0.29,0.22,0.22,0.0638,0.0484,0.0484,0.0638,0.0638,0.0484,0.0484,0.0841,0.0484,0.0484
zarlink,"verisign, inc.",0,0.29,0.43,0.32,0.32,0.12469999999999999,0.0928,0.0928,0.1376,0.1376,0.1024,0.0841,0.18489999999999998,0.1024,0.1024
zarlink,"schmitz industries, inc.",0,0.26,0.43,0.14,0.14,0.1118,0.0364,0.0364,0.060200000000000004,0.060200000000000004,0.019600000000000003,0.06760000000000001,0.18489999999999998,0.019600000000000003,0.019600000000000003
keraplast technologies,"novatel wireless, inc.",0,0.32,0.32,0.33,0.33,0.1024,0.10560000000000001,0.10560000000000001,0.10560000000000001,0.10560000000000001,0.10890000000000001,0.1024,0.1024,0.10890000000000001,0.10890000000000001
keraplast technologies,tyco fire & security gmbh,0,0.26,0.23,0.31,0.31,0.059800000000000006,0.0806,0.0806,0.0713,0.0713,0.0961,0.06760000000000001,0.0529,0.0961,0.0961
live nation entertainment,"alliant techsystems, inc.",0,0.4,0.42,0.33,0.33,0.168,0.132,0.132,0.1386,0.1386,0.10890000000000001,0.16000000000000003,0.17639999999999997,0.10890000000000001,0.10890000000000001
live nation entertainment,helen of troy corporation,0,0.4,0.42,0.4,0.4,0.168,0.16000000000000003,0.16000000000000003,0.168,0.168,0.16000000000000003,0.16000000000000003,0.17639999999999997,0.16000000000000003,0.16000000000000003
live nation entertainment,lam research ag,0,0.35,0.4,0.25,0.25,0.13999999999999999,0.0875,0.0875,0.1,0.1,0.0625,0.12249999999999998,0.16000000000000003,0.0625,0.0625
coherent,"conner peripherals, inc.",0,0.38,0.5,0.33,0.33,0.19,0.1254,0.1254,0.165,0.165,0.10890000000000001,0.1444,0.25,0.10890000000000001,0.10890000000000001
coherent,echostar technologies international corporation,0,0.25,0.5,0.25,0.25,0.125,0.0625,0.0625,0.125,0.125,0.0625,0.0625,0.25,0.0625,0.0625
coherent,bayer schering pharma aktiengesellschaft,0,0.29,0.62,0.25,0.25,0.1798,0.0725,0.0725,0.155,0.155,0.0625,0.0841,0.3844,0.0625,0.0625
coherent,lam research corporation,0,0.25,0.5,0.25,0.25,0.125,0.0625,0.0625,0.125,0.125,0.0625,0.0625,0.25,0.0625,0.0625
coherent,bausch & lomb incorporated,0,0.24,0.5,0.25,0.25,0.12,0.06,0.06,0.125,0.125,0.0625,0.0576,0.25,0.0625,0.0625
coherent,"itt defense, inc.",0,0.24,0.38,0.35,0.35,0.0912,0.08399999999999999,0.08399999999999999,0.13299999999999998,0.13299999999999998,0.12249999999999998,0.0576,0.1444,0.12249999999999998,0.12249999999999998
photop technologies,ball packaging europe gmbh,0,0.22,0.26,0.27,0.27,0.0572,0.0594,0.0594,0.07020000000000001,0.07020000000000001,0.0729,0.0484,0.06760000000000001,0.0729,0.0729
photop technologies,dupont pharmaceuticals company,0,0.33,0.37,0.33,0.33,0.1221,0.10890000000000001,0.10890000000000001,0.1221,0.1221,0.10890000000000001,0.10890000000000001,0.1369,0.10890000000000001,0.10890000000000001
globus medical,gte laboratories incorporated,0,0.37,0.36,0.28,0.28,0.13319999999999999,0.10360000000000001,0.10360000000000001,0.1008,0.1008,0.07840000000000001,0.1369,0.1296,0.07840000000000001,0.07840000000000001
globus medical,glaxosmithkline intellectual property (no. 2) limited,0,0.3,0.5,0.31,0.31,0.15,0.093,0.093,0.155,0.155,0.0961,0.09,0.25,0.0961,0.0961
globus medical,"audible magic, inc.",0,0.3,0.36,0.32,0.32,0.108,0.096,0.096,0.1152,0.1152,0.1024,0.09,0.1296,0.1024,0.1024
"siemens power transmission & distribution, inc.",jds uniphase inc.,0,0.31,0.47,0.31,0.37,0.1457,0.0961,0.1147,0.1457,0.1739,0.1147,0.0961,0.22089999999999999,0.0961,0.1369
"siemens power transmission & distribution, inc.",jds fitel inc.,0,0.3,0.5,0.29,0.38,0.15,0.087,0.11399999999999999,0.145,0.19,0.11019999999999999,0.09,0.25,0.0841,0.1444
"siemens power transmission & distribution, inc.",bristol-meyers company,0,0.26,0.27,0.37,0.37,0.07020000000000001,0.09620000000000001,0.09620000000000001,0.0999,0.0999,0.1369,0.06760000000000001,0.0729,0.1369,0.1369
"siemens power transmission & distribution, inc.","qualcomm innovation center, inc.",0,0.41,0.47,0.36,0.41,0.19269999999999998,0.14759999999999998,0.16809999999999997,0.1692,0.19269999999999998,0.14759999999999998,0.16809999999999997,0.22089999999999999,0.1296,0.16809999999999997
oxford semiconductor,baxter corporation englewood,0,0.29,0.35,0.29,0.29,0.10149999999999999,0.0841,0.0841,0.10149999999999999,0.10149999999999999,0.0841,0.0841,0.12249999999999998,0.0841,0.0841
oxford semiconductor,"feradyne outdoors, llc",0,0.43,0.45,0.49,0.49,0.1935,0.2107,0.2107,0.2205,0.2205,0.24009999999999998,0.18489999999999998,0.2025,0.24009999999999998,0.24009999999999998
oxford semiconductor,saint-gobain vitrage international,0,0.26,0.35,0.3,0.3,0.091,0.078,0.078,0.105,0.105,0.09,0.06760000000000001,0.12249999999999998,0.09,0.09
oxford semiconductor,"legato systems, inc.",0,0.4,0.4,0.26,0.26,0.16000000000000003,0.10400000000000001,0.10400000000000001,0.10400000000000001,0.10400000000000001,0.06760000000000001,0.16000000000000003,0.16000000000000003,0.06760000000000001,0.06760000000000001
bio-rad laboratories,coherent kaiserslautern gmbh,0,0.33,0.4,0.33,0.33,0.132,0.10890000000000001,0.10890000000000001,0.132,0.132,0.10890000000000001,0.10890000000000001,0.16000000000000003,0.10890000000000001,0.10890000000000001
akamai technologies,albany international corp.,0,0.4,0.37,0.36,0.36,0.148,0.144,0.144,0.13319999999999999,0.13319999999999999,0.1296,0.16000000000000003,0.1369,0.1296,0.1296
intermec,"riverbed technology, inc.",0,0.3,0.5,0.39,0.39,0.15,0.11699999999999999,0.11699999999999999,0.195,0.195,0.1521,0.09,0.25,0.1521,0.1521
intermec,"idm pharma, inc.",0,0.33,0.38,0.36,0.36,0.1254,0.1188,0.1188,0.1368,0.1368,0.1296,0.10890000000000001,0.1444,0.1296,0.1296
intermec,"stanley convergent security solutions, inc.",0,0.2,0.5,0.2,0.2,0.1,0.04000000000000001,0.04000000000000001,0.1,0.1,0.04000000000000001,0.04000000000000001,0.25,0.04000000000000001,0.04000000000000001
ym biosciences,"interdigital technologies, inc.",0,0.27,0.37,0.33,0.33,0.0999,0.08910000000000001,0.08910000000000001,0.1221,0.1221,0.10890000000000001,0.0729,0.1369,0.10890000000000001,0.10890000000000001
ym biosciences,integra lifesciences corporation,0,0.43,0.71,0.43,0.43,0.30529999999999996,0.18489999999999998,0.18489999999999998,0.30529999999999996,0.30529999999999996,0.18489999999999998,0.18489999999999998,0.5041,0.18489999999999998,0.18489999999999998
ym biosciences,"electron scientific industries, inc.",0,0.36,0.5,0.29,0.29,0.18,0.10439999999999999,0.10439999999999999,0.145,0.145,0.0841,0.1296,0.25,0.0841,0.0841
ym biosciences,bristol-myers squibb pharma,0,0.24,0.29,0.34,0.34,0.0696,0.0816,0.0816,0.09860000000000001,0.09860000000000001,0.11560000000000002,0.0576,0.0841,0.11560000000000002,0.11560000000000002
ym biosciences,hyundai motor company,0,0.29,0.29,0.29,0.29,0.0841,0.0841,0.0841,0.0841,0.0841,0.0841,0.0841,0.0841,0.0841,0.0841
ym biosciences,helen of troy corporation,0,0.26,0.36,0.31,0.31,0.0936,0.0806,0.0806,0.11159999999999999,0.11159999999999999,0.0961,0.06760000000000001,0.1296,0.0961,0.0961
ym biosciences,symrise ag,0,0.42,0.5,0.25,0.25,0.21,0.105,0.105,0.125,0.125,0.0625,0.17639999999999997,0.25,0.0625,0.0625
ym biosciences,solvay s.a.,0,0.24,0.18,0.25,0.25,0.043199999999999995,0.06,0.06,0.045,0.045,0.0625,0.0576,0.0324,0.0625,0.0625
ym biosciences,qualcomm corporation,0,0.29,0.36,0.29,0.29,0.10439999999999999,0.0841,0.0841,0.10439999999999999,0.10439999999999999,0.0841,0.0841,0.1296,0.0841,0.0841
heartware international,tyco electronics svenska holdings ab,0,0.34,0.39,0.37,0.37,0.13260000000000002,0.1258,0.1258,0.1443,0.1443,0.1369,0.11560000000000002,0.1521,0.1369,0.1369
lincoln electric holdings,"echo therapeutics, inc.",0,0.46,0.48,0.39,0.39,0.2208,0.1794,0.1794,0.1872,0.1872,0.1521,0.2116,0.2304,0.1521,0.1521
turtle beach,"merck & co., inc. and merck sharp & dohme corp.",0,0.17,0.33,0.24,0.22,0.056100000000000004,0.0408,0.0374,0.0792,0.0726,0.0528,0.028900000000000006,0.10890000000000001,0.0576,0.0484
turtle beach,"rockwell collins control technologies, inc.",0,0.25,0.58,0.26,0.26,0.145,0.065,0.065,0.1508,0.1508,0.06760000000000001,0.0625,0.3364,0.06760000000000001,0.06760000000000001
turtle beach,international flavors & fragrances inc.,0,0.27,0.42,0.29,0.29,0.1134,0.0783,0.0783,0.12179999999999999,0.12179999999999999,0.0841,0.0729,0.17639999999999997,0.0841,0.0841
turtle beach,siemens westinghouse power corporation,0,0.24,0.42,0.2,0.2,0.10079999999999999,0.048,0.048,0.084,0.084,0.04000000000000001,0.0576,0.17639999999999997,0.04000000000000001,0.04000000000000001
synthon,"datalogic usa, inc.",0,0.23,0.29,0.25,0.25,0.0667,0.0575,0.0575,0.0725,0.0725,0.0625,0.0529,0.0841,0.0625,0.0625
synthon,stryker leibinger gmbh & co kg,0,0.27,0.29,0.11,0.11,0.0783,0.0297,0.0297,0.0319,0.0319,0.0121,0.0729,0.0841,0.0121,0.0121
synthon,"edgewell personal care brands, llc.",0,0.14,0.43,0.15,0.15,0.060200000000000004,0.021,0.021,0.0645,0.0645,0.0225,0.019600000000000003,0.18489999999999998,0.0225,0.0225
cobham,microsemi p.o.e ltd.,0,0.23,0.5,0.24,0.24,0.115,0.0552,0.0552,0.12,0.12,0.0576,0.0529,0.25,0.0576,0.0576
cobham,"elster solutions, llc",0,0.07,0.17,0.15,0.15,0.011900000000000003,0.0105,0.0105,0.025500000000000002,0.025500000000000002,0.0225,0.004900000000000001,0.028900000000000006,0.0225,0.0225
cobham,"battelle pulmonary therapeutics, inc.",0,0.14,0.33,0.2,0.2,0.046200000000000005,0.028000000000000004,0.028000000000000004,0.066,0.066,0.04000000000000001,0.019600000000000003,0.10890000000000001,0.04000000000000001,0.04000000000000001
cobham,pfizer health ab,0,0.18,0.33,0.27,0.27,0.0594,0.048600000000000004,0.048600000000000004,0.08910000000000001,0.08910000000000001,0.0729,0.0324,0.10890000000000001,0.0729,0.0729
google,nektar therapeutics,0,0.08,0.17,0.08,0.08,0.013600000000000001,0.0064,0.0064,0.013600000000000001,0.013600000000000001,0.0064,0.0064,0.028900000000000006,0.0064,0.0064
silicon image,western digital corporation,0,0.3,0.38,0.25,0.25,0.11399999999999999,0.075,0.075,0.095,0.095,0.0625,0.09,0.1444,0.0625,0.0625
silicon image,chevron research and technology company,0,0.23,0.38,0.23,0.23,0.0874,0.0529,0.0529,0.0874,0.0874,0.0529,0.0529,0.1444,0.0529,0.0529
silicon image,vale s.a.,0,0.27,0.22,0.38,0.38,0.0594,0.10260000000000001,0.10260000000000001,0.08360000000000001,0.08360000000000001,0.1444,0.0729,0.0484,0.1444,0.1444
silicon image,alcatel-lucent usa inc.,0,0.28,0.38,0.4,0.4,0.10640000000000001,0.11200000000000002,0.11200000000000002,0.15200000000000002,0.15200000000000002,0.16000000000000003,0.07840000000000001,0.1444,0.16000000000000003,0.16000000000000003
catalina marketing,waters investment limited,0,0.37,0.39,0.28,0.28,0.1443,0.10360000000000001,0.10360000000000001,0.10920000000000002,0.10920000000000002,0.07840000000000001,0.1369,0.1521,0.07840000000000001,0.07840000000000001
catalina marketing,jds fitel inc.,0,0.31,0.3,0.32,0.32,0.093,0.0992,0.0992,0.096,0.096,0.1024,0.0961,0.09,0.1024,0.1024
catalina marketing,chevron phillips chemical company lp,0,0.3,0.39,0.3,0.3,0.11699999999999999,0.09,0.09,0.11699999999999999,0.11699999999999999,0.09,0.09,0.1521,0.09,0.09
catalina marketing,"ami semiconductor, inc.",0,0.34,0.28,0.36,0.36,0.09520000000000002,0.12240000000000001,0.12240000000000001,0.1008,0.1008,0.1296,0.11560000000000002,0.07840000000000001,0.1296,0.1296
swatch group,"brightcove, inc.",0,0.21,0.25,0.31,0.31,0.0525,0.06509999999999999,0.06509999999999999,0.0775,0.0775,0.0961,0.04409999999999999,0.0625,0.0961,0.0961
swatch group,"sumitomo chemical company, limited",0,0.3,0.33,0.22,0.22,0.099,0.066,0.066,0.0726,0.0726,0.0484,0.09,0.10890000000000001,0.0484,0.0484
swatch group,nokia mobile phones ltd.,0,0.22,0.33,0.23,0.23,0.0726,0.0506,0.0506,0.07590000000000001,0.07590000000000001,0.0529,0.0484,0.10890000000000001,0.0529,0.0529
polyone corporation,abbott molecular inc.,0,0.35,0.37,0.41,0.41,0.1295,0.1435,0.1435,0.1517,0.1517,0.16809999999999997,0.12249999999999998,0.1369,0.16809999999999997,0.16809999999999997
polyone corporation,hyundai wia corporation,0,0.67,0.63,0.67,0.73,0.42210000000000003,0.4489000000000001,0.48910000000000003,0.42210000000000003,0.4599,0.48910000000000003,0.4489000000000001,0.39690000000000003,0.4489000000000001,0.5328999999999999
packeteer,imperial tobacco limited,0,0.3,0.33,0.24,0.24,0.099,0.072,0.072,0.0792,0.0792,0.0576,0.09,0.10890000000000001,0.0576,0.0576
packeteer,procter & gamble company and alimentary health limited,0,0.22,0.56,0.23,0.23,0.12320000000000002,0.0506,0.0506,0.12880000000000003,0.12880000000000003,0.0529,0.0484,0.31360000000000005,0.0529,0.0529
packeteer,hewlett-packard company,0,0.31,0.56,0.31,0.31,0.1736,0.0961,0.0961,0.1736,0.1736,0.0961,0.0961,0.31360000000000005,0.0961,0.0961
commscope,roche innovation center copenhagen a/s,0,0.26,0.44,0.21,0.21,0.1144,0.0546,0.0546,0.0924,0.0924,0.04409999999999999,0.06760000000000001,0.1936,0.04409999999999999,0.04409999999999999
commscope,"kulicke and soffa industries, inc.",0,0.19,0.22,0.2,0.2,0.041800000000000004,0.038000000000000006,0.038000000000000006,0.044000000000000004,0.044000000000000004,0.04000000000000001,0.0361,0.0484,0.04000000000000001,0.04000000000000001
commscope,greatbatch ltd.,0,0.08,0.11,0.09,0.09,0.0088,0.0072,0.0072,0.009899999999999999,0.009899999999999999,0.0081,0.0064,0.0121,0.0081,0.0081
commscope,"rockwell automation technologies, inc.",0,0.26,0.44,0.22,0.22,0.1144,0.0572,0.0572,0.0968,0.0968,0.0484,0.06760000000000001,0.1936,0.0484,0.0484
watson pharmaceuticals,tennant n.v.,0,0.24,0.25,0.18,0.18,0.06,0.043199999999999995,0.043199999999999995,0.045,0.045,0.0324,0.0576,0.0625,0.0324,0.0324
watson pharmaceuticals,basf aktiengesellschaft,0,0.36,0.36,0.36,0.36,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296
watson pharmaceuticals,sap ag,0,0.21,0.33,0.21,0.21,0.0693,0.04409999999999999,0.04409999999999999,0.0693,0.0693,0.04409999999999999,0.04409999999999999,0.10890000000000001,0.04409999999999999,0.04409999999999999
watson pharmaceuticals,"sumitomo chemical company, limited",0,0.32,0.41,0.4,0.4,0.13119999999999998,0.128,0.128,0.164,0.164,0.16000000000000003,0.1024,0.16809999999999997,0.16000000000000003,0.16000000000000003
watson pharmaceuticals,tenneco packaging ,0,0.35,0.39,0.36,0.36,0.13649999999999998,0.126,0.126,0.1404,0.1404,0.1296,0.12249999999999998,0.1521,0.1296,0.1296
ami semiconductor,ball packaging europe gmbh,0,0.28,0.35,0.28,0.28,0.098,0.07840000000000001,0.07840000000000001,0.098,0.098,0.07840000000000001,0.07840000000000001,0.12249999999999998,0.07840000000000001,0.07840000000000001
ami semiconductor,ascendis pharma a/s,0,0.33,0.35,0.39,0.39,0.11549999999999999,0.1287,0.1287,0.13649999999999998,0.13649999999999998,0.1521,0.10890000000000001,0.12249999999999998,0.1521,0.1521
ami semiconductor,"metabolon, inc.",0,0.31,0.33,0.33,0.33,0.1023,0.1023,0.1023,0.10890000000000001,0.10890000000000001,0.10890000000000001,0.0961,0.10890000000000001,0.10890000000000001,0.10890000000000001
hexagon,"medtronic vascular, inc.",0,0.19,0.43,0.21,0.21,0.0817,0.0399,0.0399,0.09029999999999999,0.09029999999999999,0.04409999999999999,0.0361,0.18489999999999998,0.04409999999999999,0.04409999999999999
hexagon,essilor international,0,0.29,0.43,0.29,0.29,0.12469999999999999,0.0841,0.0841,0.12469999999999999,0.12469999999999999,0.0841,0.0841,0.18489999999999998,0.0841,0.0841
hexagon,"elster electricity, llc",0,0.07,0.14,0.07,0.07,0.009800000000000001,0.004900000000000001,0.004900000000000001,0.009800000000000001,0.009800000000000001,0.004900000000000001,0.004900000000000001,0.019600000000000003,0.004900000000000001,0.004900000000000001
hexagon,sanofi pasteur vax design corp.,0,0.21,0.43,0.16,0.16,0.09029999999999999,0.0336,0.0336,0.0688,0.0688,0.0256,0.04409999999999999,0.18489999999999998,0.0256,0.0256
golden gate capital,gentherm canada ltd.,0,0.51,0.53,0.53,0.53,0.27030000000000004,0.27030000000000004,0.27030000000000004,0.28090000000000004,0.28090000000000004,0.28090000000000004,0.2601,0.28090000000000004,0.28090000000000004,0.28090000000000004
golden gate capital,nkt research & innovation a/s,0,0.29,0.26,0.3,0.3,0.0754,0.087,0.087,0.078,0.078,0.09,0.0841,0.06760000000000001,0.09,0.09
golden gate capital,"microsoft technology, llc",0,0.27,0.32,0.37,0.37,0.0864,0.0999,0.0999,0.1184,0.1184,0.1369,0.0729,0.1024,0.1369,0.1369
golden gate capital,"power integrations, inc.",0,0.37,0.37,0.44,0.44,0.1369,0.1628,0.1628,0.1628,0.1628,0.1936,0.1369,0.1369,0.1936,0.1936
golden gate capital,zebra enterprises solutions corp.,0,0.27,0.37,0.35,0.35,0.0999,0.0945,0.0945,0.1295,0.1295,0.12249999999999998,0.0729,0.1369,0.12249999999999998,0.12249999999999998
golden gate capital,"qualcomm connected experiences, inc.",0,0.25,0.37,0.23,0.23,0.0925,0.0575,0.0575,0.08510000000000001,0.08510000000000001,0.0529,0.0625,0.1369,0.0529,0.0529
audible magic,st. jude medical international holding s.ÌÊ r.l.,0,0.23,0.54,0.29,0.29,0.12420000000000002,0.0667,0.0667,0.1566,0.1566,0.0841,0.0529,0.2916,0.0841,0.0841
audible magic,"smith & nephew dyonics, inc.",0,0.24,0.38,0.32,0.32,0.0912,0.0768,0.0768,0.1216,0.1216,0.1024,0.0576,0.1444,0.1024,0.1024
audible magic,"belden technologies, inc.",0,0.37,0.38,0.33,0.33,0.1406,0.1221,0.1221,0.1254,0.1254,0.10890000000000001,0.1369,0.1444,0.10890000000000001,0.10890000000000001
audible magic,sunrise telecom incorporated,0,0.34,0.38,0.29,0.29,0.1292,0.09860000000000001,0.09860000000000001,0.11019999999999999,0.11019999999999999,0.0841,0.11560000000000002,0.1444,0.0841,0.0841
audible magic,amdocs systems limited,0,0.34,0.31,0.34,0.34,0.10540000000000001,0.11560000000000002,0.11560000000000002,0.10540000000000001,0.10540000000000001,0.11560000000000002,0.11560000000000002,0.0961,0.11560000000000002,0.11560000000000002
audiocodes,"first solar, inc.",0,0.22,0.3,0.24,0.24,0.066,0.0528,0.0528,0.072,0.072,0.0576,0.0484,0.09,0.0576,0.0576
audiocodes,texas instruments tucson corporation,0,0.22,0.4,0.22,0.22,0.08800000000000001,0.0484,0.0484,0.08800000000000001,0.08800000000000001,0.0484,0.0484,0.16000000000000003,0.0484,0.0484
audiocodes,bayer intellectual property gmbh,0,0.24,0.3,0.24,0.24,0.072,0.0576,0.0576,0.072,0.072,0.0576,0.0576,0.09,0.0576,0.0576
audiocodes,zodiac aircatering equipment europe b.v.,0,0.2,0.3,0.24,0.24,0.06,0.048,0.048,0.072,0.072,0.0576,0.04000000000000001,0.09,0.0576,0.0576
gooch & housego,tandberg data corporation,0,0.25,0.33,0.26,0.26,0.0825,0.065,0.065,0.0858,0.0858,0.06760000000000001,0.0625,0.10890000000000001,0.06760000000000001,0.06760000000000001
gooch & housego,"varian medical systems, inc.",0,0.19,0.27,0.21,0.21,0.051300000000000005,0.0399,0.0399,0.0567,0.0567,0.04409999999999999,0.0361,0.0729,0.04409999999999999,0.04409999999999999
vaisala,honeywell inc.,0,0.1,0.14,0.1,0.1,0.014000000000000002,0.010000000000000002,0.010000000000000002,0.014000000000000002,0.014000000000000002,0.010000000000000002,0.010000000000000002,0.019600000000000003,0.010000000000000002,0.010000000000000002
vaisala,vishay general semiconductor llc,0,0.26,0.57,0.21,0.21,0.1482,0.0546,0.0546,0.11969999999999999,0.11969999999999999,0.04409999999999999,0.06760000000000001,0.32489999999999997,0.04409999999999999,0.04409999999999999
apple,cummins emission solutions inc.,0,0.06,0.2,0.06,0.06,0.012,0.0036,0.0036,0.012,0.012,0.0036,0.0036,0.04000000000000001,0.0036,0.0036
apple,crane co.,0,0.29,0.4,0.31,0.31,0.11599999999999999,0.0899,0.0899,0.124,0.124,0.0961,0.0841,0.16000000000000003,0.0961,0.0961
apple,sarepta therapeutics,0,0.32,0.6,0.32,0.32,0.192,0.1024,0.1024,0.192,0.192,0.1024,0.1024,0.36,0.1024,0.1024
apple,stryker trauma sa,0,0.09,0.2,0.18,0.18,0.018,0.0162,0.0162,0.036,0.036,0.0324,0.0081,0.04000000000000001,0.0324,0.0324
ixia,"general mills marketing, inc.",0,0.12,0.25,0.13,0.13,0.03,0.0156,0.0156,0.0325,0.0325,0.016900000000000002,0.0144,0.0625,0.016900000000000002,0.016900000000000002
avaya,"cirrus logic, inc",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avaya,saint-gobain isover,0,0.17,0.2,0.25,0.25,0.034,0.0425,0.0425,0.05,0.05,0.0625,0.028900000000000006,0.04000000000000001,0.0625,0.0625
avaya,"sealed air corporation, new zealand",0,0.15,0.4,0.15,0.15,0.06,0.0225,0.0225,0.06,0.06,0.0225,0.0225,0.16000000000000003,0.0225,0.0225
